E:\dataset_cnn\submirror_tilt\13600_0_9158.png	0.984588636	0.919422329	4.942651346	0.501066082	0.707845551	0.212636212	0.169705845	4
E:\dataset_cnn\submirror_tilt\13601_0_7947.png	0.9845549	0.91972766	4.958483873	0.503925045	0.709861686	0.214136117	0.169461766	4
E:\dataset_cnn\submirror_tilt\13602_0_5373.png	0.984585589	0.919162735	4.947726097	0.500352552	0.707338858	0.213789683	0.170345569	4
E:\dataset_cnn\submirror_tilt\13603_0_7646.png	0.984712069	0.919718049	4.954763995	0.499702087	0.706878124	0.211777998	0.169099584	4
E:\dataset_cnn\submirror_tilt\13604_0_3752.png	0.984555495	0.920198658	4.916212392	0.503009471	0.709216647	0.211388259	0.168203971	4
E:\dataset_cnn\submirror_tilt\13605_0_9823.png	0.984761509	0.919749115	4.973924362	0.500645227	0.707545968	0.20838648	0.168467734	4
E:\dataset_cnn\submirror_tilt\13606_0_356.png	0.984744027	0.919757973	4.972939097	0.50037805	0.707356131	0.210778061	0.168851568	4
E:\dataset_cnn\submirror_tilt\13607_0_56.png	0.984501215	0.920369317	4.901712067	0.50171801	0.708303943	0.21164218	0.167961861	4
E:\dataset_cnn\submirror_tilt\13608_0_1101.png	0.978330488	0.904804724	5.29810486	0.392884067	0.626767612	0.325808217	0.207878638	4
E:\dataset_cnn\submirror_tilt\13609_0_1129.png	0.978157971	0.898659982	5.461812251	0.367097611	0.605847642	0.332162147	0.219496016	4
E:\dataset_cnn\submirror_tilt\1360_0_4446.png	0.9882247	0.895472298	5.640333556	0.379642452	0.616119655	0.391449751	0.238935736	4
E:\dataset_cnn\submirror_tilt\13610_0_2852.png	0.978252883	0.901332097	5.170313342	0.372431352	0.610245219	0.329144621	0.213604655	4
E:\dataset_cnn\submirror_tilt\13611_0_3318.png	0.978673311	0.90166909	5.358054044	0.383430719	0.619190387	0.322241512	0.21285667	4
E:\dataset_cnn\submirror_tilt\13612_0_2706.png	0.97808505	0.900140205	5.429776853	0.379083919	0.61566108	0.329290281	0.21613796	4
E:\dataset_cnn\submirror_tilt\13613_0_2748.png	0.977001227	0.902119414	5.465246601	0.384787185	0.62027075	0.348198539	0.213644022	4
E:\dataset_cnn\submirror_tilt\13614_0_9982.png	0.974915545	0.907519784	5.373545689	0.402947684	0.634753296	0.354619394	0.20222545	4
E:\dataset_cnn\submirror_tilt\13615_0_9153.png	0.977523901	0.902751448	5.397705425	0.385478131	0.620842203	0.339033762	0.211100876	4
E:\dataset_cnn\submirror_tilt\13616_0_4807.png	0.978783851	0.900012365	5.429601368	0.373934825	0.611467292	0.319786943	0.216019857	4
E:\dataset_cnn\submirror_tilt\13617_0_1473.png	0.977586405	0.900912776	5.405283236	0.37884968	0.61547779	0.339053445	0.215246284	4
E:\dataset_cnn\submirror_tilt\13618_0_1048.png	0.979605067	0.899843452	5.367553817	0.370465299	0.608609917	0.309411612	0.215147865	4
E:\dataset_cnn\submirror_tilt\13619_0_8502.png	0.97805012	0.900224741	5.378294788	0.376046326	0.613196504	0.332235962	0.216052335	4
E:\dataset_cnn\submirror_tilt\1361_0_8161.png	0.988286145	0.896832958	5.533791444	0.403373471	0.635086841	0.389197925	0.236174099	4
E:\dataset_cnn\submirror_tilt\13620_0_7318.png	0.978719443	0.90259501	5.439796041	0.390599987	0.624939362	0.319672777	0.211514235	4
E:\dataset_cnn\submirror_tilt\13621_0_8552.png	0.971189936	0.907422869	3.96997778	0.374232799	0.61170264	0.357733371	0.201985308	4
E:\dataset_cnn\submirror_tilt\13622_0_437.png	0.979062217	0.903751965	5.370612845	0.388215339	0.623044225	0.31389755	0.20898093	4
E:\dataset_cnn\submirror_tilt\13623_0_9651.png	0.977411749	0.902097414	5.474503175	0.381216048	0.617389258	0.342439059	0.213766062	4
E:\dataset_cnn\submirror_tilt\13624_0_2101.png	0.977264261	0.902011253	5.27411193	0.383244366	0.619035213	0.343055162	0.21362237	4
E:\dataset_cnn\submirror_tilt\13625_0_608.png	0.978617925	0.901652916	5.414221009	0.384827187	0.620309524	0.322166714	0.213014141	4
E:\dataset_cnn\submirror_tilt\13626_0_5628.png	0.986571542	0.910675115	5.028045758	0.45630087	0.675482842	0.227782896	0.186838624	4
E:\dataset_cnn\submirror_tilt\13627_0_7968.png	0.986559604	0.910288919	5.229530789	0.455617244	0.674976062	0.227038848	0.187358277	4
E:\dataset_cnn\submirror_tilt\13628_0_2842.png	0.986687574	0.910236954	5.21187041	0.455794523	0.675105117	0.226554626	0.187364182	4
E:\dataset_cnn\submirror_tilt\13629_0_3957.png	0.986677254	0.909950948	5.090565367	0.459283948	0.677684847	0.227556532	0.188007842	4
E:\dataset_cnn\submirror_tilt\1362_0_359.png	0.988285166	0.895574031	5.558799853	0.408131447	0.638821797	0.389585695	0.238451515	4
E:\dataset_cnn\submirror_tilt\13630_0_9634.png	0.98670821	0.909648802	5.135790181	0.45735808	0.676261063	0.2275585	0.188511747	4
E:\dataset_cnn\submirror_tilt\13631_0_6332.png	0.986577301	0.911059933	5.227781539	0.45647982	0.675615558	0.226410935	0.1859686	4
E:\dataset_cnn\submirror_tilt\13632_0_9341.png	0.986586904	0.909925753	5.188803443	0.455208079	0.674670044	0.227304579	0.188007842	4
E:\dataset_cnn\submirror_tilt\13633_0_3100.png	0.986620681	0.910300335	5.206305362	0.455029393	0.674537985	0.228050595	0.187507874	4
E:\dataset_cnn\submirror_tilt\13634_0_8425.png	0.986749534	0.910884551	5.229311405	0.455978098	0.675241797	0.224668918	0.185970569	4
E:\dataset_cnn\submirror_tilt\13635_0_568.png	0.98676154	0.910576696	5.230770535	0.454804769	0.674371791	0.226928619	0.186860277	4
E:\dataset_cnn\submirror_tilt\13636_0_9182.png	0.986790658	0.910440681	5.237419545	0.454438054	0.67409992	0.226300705	0.186982316	4
E:\dataset_cnn\submirror_tilt\13637_0_7428.png	0.986742595	0.910796958	5.260462675	0.454769711	0.674347356	0.226036943	0.186344561	4
E:\dataset_cnn\submirror_tilt\13638_0_7.png	0.986542151	0.909973978	5.189838553	0.455373636	0.674791994	0.229310358	0.188261763	4
E:\dataset_cnn\submirror_tilt\13639_0_9180.png	0.986705166	0.910097789	5.141357303	0.455834578	0.675134742	0.22593065	0.187492126	4
E:\dataset_cnn\submirror_tilt\1363_0_9549.png	0.98820171	0.897111972	5.610990918	0.39875245	0.631440855	0.391327712	0.236030408	4
E:\dataset_cnn\submirror_tilt\13640_0_1565.png	0.986624394	0.909921422	5.24504071	0.455902951	0.675187722	0.226410935	0.187866119	4
E:\dataset_cnn\submirror_tilt\13641_0_856.png	0.986707985	0.910122788	5.146792003	0.455828747	0.675130427	0.226180634	0.187492126	4
E:\dataset_cnn\submirror_tilt\13642_0_2091.png	0.986681431	0.910730033	5.239058972	0.455174594	0.674648814	0.226784927	0.186580767	4
E:\dataset_cnn\submirror_tilt\13643_0_6167.png	0.986444487	0.910057437	5.2322956	0.454579692	0.674207626	0.229164698	0.188098388	4
E:\dataset_cnn\submirror_tilt\13644_0_7402.png	0.977371142	0.880930445	5.274111297	0.319697598	0.565369703	0.406434044	0.256837168	4
E:\dataset_cnn\submirror_tilt\13645_0_2604.png	0.980004064	0.87910669	5.66263234	0.293906543	0.542054429	0.364323507	0.2580428	4
E:\dataset_cnn\submirror_tilt\13646_0_2842.png	0.979176474	0.875958496	5.57236699	0.285356692	0.53411408	0.385407809	0.264858316	4
E:\dataset_cnn\submirror_tilt\13647_0_4756.png	0.9789677	0.882897792	5.575170139	0.315050725	0.561253807	0.38406439	0.251399518	4
