E:\dataset_cnn\focal_defocus\2422_0_3224.png	0.986876438	0.821505732	7.127842047	0.133113417	0.364791287	0.44864103	0.372263952	1
E:\dataset_cnn\focal_defocus\2423_0_9208.png	0.987477853	0.826160852	7.069063349	0.144784524	0.380454077	0.435579845	0.362328554	1
E:\dataset_cnn\focal_defocus\2424_0_2522.png	0.986901547	0.819875323	7.15593542	0.129577436	0.359887067	0.450820027	0.375344466	1
E:\dataset_cnn\focal_defocus\2425_0_6758.png	0.987427402	0.822997862	7.119072164	0.140817174	0.375197799	0.440998795	0.368503362	1
E:\dataset_cnn\focal_defocus\2426_0_5810.png	0.987466626	0.824686142	7.105862581	0.140554508	0.37485843	0.438678075	0.365302776	1
E:\dataset_cnn\focal_defocus\2427_0_4929.png	0.987455237	0.824007149	7.05886597	0.147504377	0.384011139	0.441838309	0.366961136	1
E:\dataset_cnn\focal_defocus\2428_0_3990.png	0.98707693	0.820457078	7.144542445	0.133673098	0.36554239	0.446498449	0.373654612	1
E:\dataset_cnn\focal_defocus\2429_0_6202.png	0.987053404	0.821581711	7.150626586	0.129873378	0.360316375	0.445633346	0.371636039	1
E:\dataset_cnn\focal_defocus\242_0_2357.png	0.976061031	0.749080274	7.683464829	0.03170699	0.177802925	0.594443854	0.517273518	1
E:\dataset_cnn\focal_defocus\2430_0_2318.png	0.982893921	0.732620843	7.405156664	0.035916283	0.189288548	0.932783762	0.594801115	1
E:\dataset_cnn\focal_defocus\2431_0_4207.png	0.985631286	0.746138918	7.426195403	0.039450761	0.198360697	0.79596364	0.553559618	1
E:\dataset_cnn\focal_defocus\2432_0_4603.png	0.985022326	0.743785896	7.423560168	0.038114797	0.194970236	0.818893298	0.560618229	1
E:\dataset_cnn\focal_defocus\2433_0_1580.png	0.985309029	0.743307772	7.423544645	0.038602506	0.196215264	0.810146802	0.560497173	1
E:\dataset_cnn\focal_defocus\2434_0_1882.png	0.984807793	0.741750011	7.430815995	0.040145449	0.200082662	0.810337735	0.564164265	1
E:\dataset_cnn\focal_defocus\2435_0_7279.png	0.985063925	0.743167562	7.41178867	0.038919391	0.196978222	0.823298532	0.56264566	1
E:\dataset_cnn\focal_defocus\2436_0_2245.png	0.984771104	0.745147845	7.429654539	0.040731046	0.201571221	0.810692043	0.558255189	1
E:\dataset_cnn\focal_defocus\2437_0_7377.png	0.985569082	0.748595839	7.400166092	0.043006339	0.207144707	0.784092341	0.548455609	1
E:\dataset_cnn\focal_defocus\2438_0_3018.png	0.985395291	0.744578682	7.416041652	0.039764932	0.199151067	0.801229056	0.557358592	1
E:\dataset_cnn\focal_defocus\2439_0_986.png	0.985507651	0.746412108	7.418662375	0.040372472	0.200683552	0.794921383	0.553777124	1
E:\dataset_cnn\focal_defocus\243_0_8395.png	0.976654262	0.760171111	7.71178441	0.031168134	0.176239337	0.558503205	0.492798682	1
E:\dataset_cnn\focal_defocus\2440_0_4374.png	0.985590821	0.748838191	7.38316122	0.038164139	0.195184949	0.783676028	0.548009771	1
E:\dataset_cnn\focal_defocus\2441_0_6958.png	0.985561973	0.748906391	7.418719937	0.041213295	0.202754928	0.789361694	0.548227277	1
E:\dataset_cnn\focal_defocus\2442_0_1219.png	0.98572846	0.747597526	7.409586703	0.041085318	0.202437929	0.782680028	0.549913194	1
E:\dataset_cnn\focal_defocus\2443_0_5741.png	0.98457777	0.741404924	7.435077689	0.042414887	0.205684199	0.813809957	0.564542194	1
E:\dataset_cnn\focal_defocus\2444_0_3629.png	0.985861716	0.750118481	7.362732554	0.048323739	0.219675457	0.806062413	0.549558886	1
E:\dataset_cnn\focal_defocus\2445_0_1982.png	0.985635669	0.75073312	7.387541072	0.040732516	0.201675359	0.793220703	0.5463583	1
E:\dataset_cnn\focal_defocus\2446_0_5191.png	0.984826794	0.745344143	7.419034416	0.043341841	0.207942304	0.795016849	0.555976789	1
E:\dataset_cnn\focal_defocus\2447_0_4248.png	0.984838337	0.74739126	7.415482723	0.043161561	0.207510912	0.800534218	0.553112796	1
E:\dataset_cnn\focal_defocus\2448_0_3544.png	0.985771606	0.751292941	7.368145051	0.049337582	0.221952021	0.813508795	0.548379826	1
E:\dataset_cnn\focal_defocus\2449_0_8252.png	0.985624682	0.749896548	7.402773575	0.040629457	0.201425784	0.793121299	0.547544249	1
E:\dataset_cnn\focal_defocus\244_0_5887.png	0.979064122	0.7579183	7.76788534	0.029922748	0.17268604	0.564520542	0.497556256	1
E:\dataset_cnn\focal_defocus\2450_0_1229.png	0.984748992	0.743879238	7.427294531	0.04349799	0.208307071	0.801203467	0.558218774	1
E:\dataset_cnn\focal_defocus\2451_0_4266.png	0.985139992	0.743412316	7.344692359	0.040987689	0.202282553	0.80876992	0.560716648	1
E:\dataset_cnn\focal_defocus\2452_0_1771.png	0.985948779	0.750538329	7.361291379	0.045880112	0.214049644	0.79392243	0.547052154	1
E:\dataset_cnn\focal_defocus\2453_0_4020.png	0.984738817	0.747342874	7.398083384	0.044312658	0.210278597	0.79757968	0.552652195	1
E:\dataset_cnn\focal_defocus\2454_0_1817.png	0.985991675	0.750225281	7.395496411	0.048900787	0.221017355	0.79785919	0.548231214	1
E:\dataset_cnn\focal_defocus\2455_0_1411.png	0.984582616	0.742453939	7.435696894	0.038781911	0.196665026	0.856033675	0.565746843	1
E:\dataset_cnn\focal_defocus\2456_0_8830.png	0.985371488	0.743700594	7.369495308	0.039292224	0.198062171	0.810380055	0.56082294	1
E:\dataset_cnn\focal_defocus\2457_0_918.png	0.985111925	0.741990079	7.357539436	0.040024942	0.199875907	0.811526636	0.563845388	1
