E:\dataset_cnn\active_optics_per\13600_0_5523.png	0.984043948	0.905630977	4.826002693	0.56172564	0.749470894	0.430575239	0.227981702	0
E:\dataset_cnn\active_optics_per\13601_0_8937.png	0.984288055	0.905603779	4.834060606	0.56140706	0.749257056	0.422193878	0.226601868	0
E:\dataset_cnn\active_optics_per\13602_0_2964.png	0.988316578	0.874965066	5.725688145	0.326918519	0.571731924	0.652861434	0.31290647	0
E:\dataset_cnn\active_optics_per\13603_0_5238.png	0.988919748	0.876210236	5.689136537	0.344613098	0.587007424	0.620277857	0.306687374	0
E:\dataset_cnn\active_optics_per\13604_0_419.png	0.988156225	0.873770539	5.738927202	0.334050694	0.577935287	0.661512464	0.315538194	0
E:\dataset_cnn\active_optics_per\13605_0_7040.png	0.984077584	0.907296297	4.819529459	0.566363698	0.752557157	0.404661517	0.220995922	0
E:\dataset_cnn\active_optics_per\13606_0_6185.png	0.98445583	0.908662805	4.775316999	0.563511781	0.750665016	0.392711483	0.216569035	0
E:\dataset_cnn\active_optics_per\13607_0_4533.png	0.984553186	0.909187291	4.772311534	0.564382815	0.751245252	0.390967498	0.215441153	0
E:\dataset_cnn\active_optics_per\13608_0_9359.png	0.987143644	0.84151823	6.193983821	0.249953977	0.499891462	0.718588593	0.377342372	0
E:\dataset_cnn\active_optics_per\13609_0_5243.png	0.988268979	0.839813754	6.2727076	0.248528227	0.498460573	0.654438106	0.374154581	0
E:\dataset_cnn\active_optics_per\1360_0_9816.png	0.987967684	0.780618606	6.272363966	0.098277083	0.313412295	0.975411982	0.517966388	0
E:\dataset_cnn\active_optics_per\13610_0_7183.png	0.988212055	0.839338718	6.273269114	0.247709574	0.497639999	0.656953696	0.375034447	0
E:\dataset_cnn\active_optics_per\13611_0_5305.png	0.98956828	0.849019544	5.593620612	0.255895949	0.505809642	0.684532667	0.362543108	0
E:\dataset_cnn\active_optics_per\13612_0_2130.png	0.990002853	0.847156491	6.036916459	0.268644932	0.518258229	0.654797336	0.361325665	0
E:\dataset_cnn\active_optics_per\13613_0_3360.png	0.990031966	0.84874081	5.985829159	0.277468225	0.526704671	0.654809146	0.358693941	0
E:\dataset_cnn\active_optics_per\13614_0_3121.png	0.988615654	0.876935902	5.673592929	0.35230404	0.59351254	0.568121693	0.297650542	0
E:\dataset_cnn\active_optics_per\13615_0_2566.png	0.988800696	0.87649771	5.731481779	0.353097349	0.594178886	0.557088924	0.297022628	0
E:\dataset_cnn\active_optics_per\13616_0_1007.png	0.988636244	0.87700054	5.649320367	0.364900074	0.60403777	0.567216238	0.297254897	0
E:\dataset_cnn\active_optics_per\13617_0_2051.png	0.955590417	0.89226776	4.258463375	0.460376529	0.678478496	0.445199318	0.247558225	0
E:\dataset_cnn\active_optics_per\13618_0_5373.png	0.968100769	0.888936047	5.254394436	0.431957622	0.657194609	0.370666612	0.244822177	0
E:\dataset_cnn\active_optics_per\13619_0_5357.png	0.967060691	0.899052311	5.094429313	0.444628715	0.66677352	0.3202938	0.220266637	0
E:\dataset_cnn\active_optics_per\1361_0_3008.png	0.987236594	0.776802401	6.298709031	0.094717924	0.30767983	1.028031699	0.530620118	0
E:\dataset_cnn\active_optics_per\13620_0_3289.png	0.972870983	0.896786848	3.915674586	0.458588951	0.677161442	0.350224986	0.228939319	0
E:\dataset_cnn\active_optics_per\13621_0_6759.png	0.978781151	0.90567804	5.235210692	0.465623697	0.682340611	0.278380102	0.203473403	0
E:\dataset_cnn\active_optics_per\13622_0_9826.png	0.978434184	0.905582496	5.225239964	0.463486876	0.680775567	0.279922328	0.20365351	0
E:\dataset_cnn\active_optics_per\13623_0_3930.png	0.947160693	0.892482137	3.774111545	0.423851968	0.650995046	0.448952035	0.247114355	0
E:\dataset_cnn\active_optics_per\13624_0_4208.png	0.954516828	0.890176449	5.310996131	0.380378461	0.616678997	0.41143865	0.24641558	0
E:\dataset_cnn\active_optics_per\13625_0_1412.png	0.963617372	0.896199089	5.242599704	0.430334219	0.655963469	0.323213892	0.22559012	0
E:\dataset_cnn\active_optics_per\13626_0_3554.png	0.97101012	0.861789896	4.781963283	0.319469801	0.565165437	0.423987072	0.299278392	0
E:\dataset_cnn\active_optics_per\13627_0_3613.png	0.977258528	0.884271659	5.560589779	0.375384514	0.612647001	0.340014999	0.249209695	0
E:\dataset_cnn\active_optics_per\13628_0_816.png	0.977817237	0.888174196	5.539944182	0.391264291	0.625482337	0.328114174	0.240798808	0
E:\dataset_cnn\active_optics_per\13629_0_769.png	0.944819764	0.903888449	5.346352568	0.367123597	0.605868032	0.416025959	0.213030872	0
